customer_id,name,last_name,total_sum
1093,Julianna,Tripathi,49019.17
1095,Jasmin,Sharma,8492.39
1096,Ashlyn,Jain,19542.2
1098,Lottie,Nair,22362.54
1099,Mercedes,Patel,38378.79
1100,Adrianna,Singh,20211.66
1101,Ezekiel,Tripathi,16456.88
1103,August,Bansal,5186.32
1105,Mandy,Agarwal,14572.43
1106,Sawyer,Bansal,10971.71
1107,Dante,Ghosh,9646.01
1108,Maude,Nair,13283.39
1109,Lorena,Choudhary,8827.39
1110,Will,Mukherjee,14896.47
1111,Myron,Agarwal,2757.96
1112,Lucia,Iyer,24947.31
1113,Teri,Mukherjee,8357.2
1114,Bentley,Ghosh,11722.22
1115,Patti,Jain,3966.62
1116,Serena,Gupta,9279.24
1117,Jasper,Jain,12426.34
1119,Camden,Iyer,2396.65
1120,Elisa,Yadav,18342.93
1121,Alexia,Reddy,2634.32
1122,Elliot,Das,4586.67
1124,Brock,Nair,4726.7
1125,Malik,Das,7116.02
1126,Mindy,Tripathi,4578.78
1127,Addie,Gupta,10965.71
1128,Myles,Yadav,22650.27
1130,Ernesto,Jain,25642.1
1131,Carolina,Singh,20751.19
1132,Irving,Ghosh,15969.83
1133,Effie,Ghosh,23636.31
1134,Katharine,Ghosh,7989.32
1136,Leticia,Agarwal,17128.06
1137,Mila,Mehta,12883.65
1139,Dixie,Nair,5529.28
1140,Kimberley,Agarwal,18235.96
1142,Kai,Bansal,7334.15
1144,Nikki,Ghosh,10699.09
1145,Sammy,Bansal,12812.99
1146,Sylvester,Mehta,2251.51
1147,Madeleine,Iyer,15167.88
1149,Jermaine,Ghosh,6988.82
1150,Laverne,Agarwal,9131.7
1151,Darla,Mehta,6059.77
1152,Ellis,Mukherjee,6613.97
1153,Freda,Bansal,9060.79
1155,Quentin,Yadav,17228.57
1156,Tricia,Gupta,5694.27
1157,Lela,Mehta,18729.62
1158,Shari,Tripathi,6944.43
1160,Cedric,Ghosh,6273.57
1161,Axel,Iyer,5922.4
1163,Justine,Nair,15028.53
1165,Leigh,Khan,8154.31
1167,Griffin,Patel,26254.77
1168,Frankie,Kaur,5450.34
1171,Sonja,Tripathi,12121.59
1172,Adele,Jain,8745.7
1173,Emilio,Choudhary,28688.77
1174,Ollie,Bansal,15292.3
1175,Stacie,Nair,17274.69
1176,Laurence,Bansal,26156.79
1177,Stefanie,Gupta,16577.62
1178,Junior,Patel,29773.64
1181,Delilah,Verma,21281.16
1183,Aubree,Nair,3981.79
1184,Makenzie,Mukherjee,15739.05
1185,Nickolas,Reddy,12052.9
1187,Skyler,Agarwal,2251.29
1189,Saul,Das,4720.12
1190,Fabian,Verma,8985.08
1191,Clarissa,Iyer,40695.93
1192,Margarita,Jain,7526.74
1193,Beau,Nair,15115.27
1194,Pat,Das,4742.63
1195,Wilbert,Mehta,18415.93
1196,Jayla,Das,5384.16
1197,Alissa,Iyer,34882.05
1202,Hanna,Yadav,7504.6
1204,Estella,Yadav,13134.56
1205,Irvin,Yadav,13602.19
1206,Lorene,Reddy,7273.74
1207,Sherman,Kaur,5674.38
1209,Dawson,Verma,3888.56
1210,Khloe,Choudhary,19683.07
1211,Rena,Kaur,2594.41
1212,Marla,Reddy,11903.12
1214,Tasha,Choudhary,9577.9
1216,Sheldon,Sharma,23892.63
1218,Ora,Mehta,26549.5
1219,Bonita,Ghosh,9250.21
1220,Lane,Das,26035.55
1221,Mack,Gupta,6612.2
1222,Lizzie,Sharma,31412.33
1223,Woodrow,Choudhary,31257.29
1224,Sasha,Patel,18916.51
1225,Ervin,Verma,5672.11
1226,Alondra,Verma,11647.89
1227,Jude,Iyer,25782.11
1228,Kaiden,Khan,28482.68
1229,Lucinda,Kaur,47807.66
1230,Bettie,Yadav,10894.64
1231,Declan,Tripathi,11831.5
1233,Gustavo,Khan,2491.67
1234,Clay,Singh,3584.21
1236,Kira,Choudhary,31991.72
1239,Lesley,Mehta,10964.94
1241,Iva,Nair,13756.99
1242,Mariana,Patel,6391.94
1243,Britney,Verma,25090.11
1245,Valentina,Choudhary,38196.4
1246,Emilia,Patel,10863.98
1248,Helena,Sharma,18977.4
1249,Desmond,Agarwal,25570.44
1250,Kyra,Mehta,9767.16
1251,Cheri,Verma,18420.94
1252,Ismael,Das,8766.77
1254,Gregg,Gupta,38111.27
1256,Fern,Mehta,9156.74
1257,Tori,Khan,3514.34
1261,Charity,Tripathi,5268.08
1262,Jalen,Agarwal,12254.89
1263,London,Ghosh,4491.15
1265,Ron,Bansal,12825.68
1266,Cornelius,Tripathi,22248.04
1268,Corbin,Iyer,6547.47
1269,Kim,Patel,2480.13
1270,Francine,Singh,7495.74
1271,Conrad,Tripathi,14108.34
1272,Laila,Mukherjee,6958.42
1273,Ashleigh,Tripathi,65772.91
1274,Jameson,Sharma,13097.2
1275,Angeline,Patel,2967.88
1276,Goldie,Verma,4828.3
1277,Rufus,Jain,3915.02
1278,Tammie,Khan,2533.78
1279,Lukas,Tripathi,25866.59
1280,Therese,Agarwal,6864.73
1281,Sherrie,Das,4248.49
1282,Tia,Das,6052.23
1283,Demetrius,Tripathi,18801.53
1284,Noelle,Mehta,12364.24
1288,Christa,Gupta,35585.72
1289,Greyson,Reddy,10173.49
1290,Athena,Choudhary,13697.08
1291,Carroll,Iyer,20297.07
1292,Reba,Agarwal,30626
1293,Reid,Singh,9408.12
1294,Patrice,Sharma,3283.42
1295,Lenora,Das,5129.82
1296,Toby,Khan,5749.06
1297,Alisa,Reddy,15862.74
1298,Kendall,Das,10269.02
1299,Dexter,Yadav,13669.49
1300,Tatiana,Khan,4818.99
1301,Orville,Reddy,22121.5
1303,Mayra,Das,11331.99
1305,Ronda,Iyer,23441.34
1306,Melba,Jain,49873.98
1307,Dane,Reddy,20390.47
1308,Deloris,Yadav,4638.81
1309,Quinn,Jain,32093.44
1310,Kasey,Bansal,18610.88
1311,Lucile,Das,15754.05
