customer_id,name,last_name,return_rate
10824,Dallen,Singh,83.33
8072,Kimi,Bansal,100.00
11211,Liesel,Singh,28.57
10441,Janice,Gupta,66.67
5559,Santina,Gupta,28.57
8439,Zacchaeus,Khan,20.00
9606,Taylen,Das,33.33
5978,Kennard,Gupta,16.67
137,Kathryn,Yadav,25.00
6702,Sanders,Tripathi,50.00
632,Dora,Tripathi,16.67
759,Hilda,Gupta,16.67
11318,Donnell,Gupta,16.67
5636,Rojelio,Ghosh,25.00
93,Walter,Kaur,33.33
4319,Marko,Mukherjee,4.17
6446,Lindell,Patel,33.33
1677,John,Nair,50.00
8799,Makinley,Bansal,20.00
4947,Enos,Agarwal,40.00
7475,Amy,Tripathi,33.33
3475,Jackeline,Tripathi,25.00
11913,Romaine,Khan,16.67
5386,Shaun,Jain,14.29
6008,Rashard,Reddy,33.33
4403,Oran,Sharma,25.00
1512,Hilary,Kaur,9.09
1644,Jan,Bansal,66.67
4750,Erasmo,Sharma,100.00
1305,Ronda,Iyer,66.67
5,William,Yadav,14.29
723,Becky,Verma,40.00
30,Margaret,Kaur,33.33
4226,Beverly,Agarwal,16.67
2231,Alena,Mukherjee,14.29
5727,Lavell,Sharma,66.67
669,Fernando,Das,14.29
7007,Yaseen,Tripathi,18.18
4551,Kameron,Choudhary,16.67
2615,Freddie,Nair,25.00
853,Leonardo,Yadav,27.27
8079,Laure,Reddy,40.00
8322,Sina,Reddy,25.00
11692,Patryk,Patel,100.00
483,Maureen,Tripathi,20.00
4090,Shanell,Singh,20.00
10694,Justino,Ghosh,27.27
3989,Kathlyn,Kaur,50.00
10594,Mallory,Tripathi,42.86
5306,Armon,Das,25.00
1515,Johnathon,Verma,100.00
2445,Izaiah,Kaur,20.00
4740,Samaria,Agarwal,40.00
4098,Donell,Bansal,25.00
1629,Keisha,Choudhary,20.00
3309,Edwardo,Khan,15.38
8855,Charita,Sharma,4.76
11578,Jamyah,Kaur,100.00
9870,Alexsis,Khan,50.00
8684,Corena,Iyer,16.67
852,Della,Mehta,5.00
3564,Semaj,Iyer,10.34
10026,Trentin,Yadav,14.29
3578,Mellissa,Choudhary,33.33
8964,Zeus,Yadav,100.00
6244,Becki,Verma,100.00
3707,Mustafa,Ghosh,25.00
6280,Kollin,Das,100.00
9183,Rowyn,Khan,8.33
5526,Pernell,Mukherjee,14.29
232,Ella,Tripathi,16.67
6639,Mistie,Reddy,14.29
6211,Nikolaus,Reddy,22.22
3919,Marlen,Verma,50.00
309,Adrian,Verma,33.33
496,Chris,Iyer,100.00
4932,Homero,Choudhary,14.29
7419,Christy,Patel,7.69
11833,Mckenzy,Sharma,40.00
7982,Billi,Verma,14.29
1691,Ladonna,Das,20.00
10228,Lavonte,Verma,18.75
1796,Emely,Choudhary,40.00
6146,Rayven,Mukherjee,20.00
3849,Gustave,Jain,50.00
4978,Dalilah,Das,25.00
5111,Dajuan,Yadav,28.57
1493,Simone,Iyer,83.33
10146,Egbert,Gupta,25.00
11074,Wednesday,Das,20.00
10118,Shalon,Mehta,25.00
10304,Susy,Choudhary,100.00
5722,Kinslee,Kaur,40.00
9891,Shai,Kaur,40.00
6163,Aryeh,Verma,11.11
2302,Yasmine,Das,100.00
8104,Shardae,Singh,4.00
10730,Deliah,Das,20.00
11312,Mikyla,Reddy,10.00
157,Ethan,Verma,25.00
10472,Aaryn,Mehta,25.00
5032,Jordana,Nair,16.67
4888,Tomeka,Choudhary,33.33
7848,Arion,Jain,16.67
6560,Gwenda,Iyer,100.00
6487,Dash,Mukherjee,11.11
6986,Towanda,Gupta,100.00
935,Earnest,Patel,100.00
7353,Lanna,Verma,100.00
10203,Avneet,Jain,27.27
9183,Rowyn,Khan,42.86
1320,Chelsey,Agarwal,40.00
5999,Henrik,Das,50.00
10393,My,Patel,33.33
11164,Catrice,Gupta,37.50
7656,Marlow,Verma,100.00
5284,Lovell,Gupta,25.00
6970,Amaia,Sharma,100.00
11180,Donzell,Jain,25.00
8854,Torry,Gupta,28.57
1997,Barney,Das,42.86
6655,Jalon,Tripathi,50.00
5345,Keona,Nair,16.67
11118,Moesha,Mukherjee,37.50
9409,Lorean,Mukherjee,100.00
11869,Purvis,Das,33.33
10448,Sulaiman,Nair,66.67
1727,Nathanael,Gupta,100.00
3625,Novella,Nair,33.33
4716,Gaston,Nair,50.00
7891,Rasheeda,Iyer,40.00
5067,Kalea,Das,28.57
9204,Coco,Gupta,100.00
918,Lyle,Mehta,100.00
3945,Regis,Mukherjee,100.00
8981,Destry,Choudhary,100.00
8850,Aayden,Agarwal,14.29
246,Peggy,Mehta,16.67
6328,Jeremy,Reddy,33.33
3837,Kyree,Choudhary,50.00
6963,Jamiah,Kaur,50.00
6908,Louie,Gupta,9.09
8080,Nakayla,Mehta,33.33
3273,Connie,Singh,50.00
1861,Saundra,Sharma,11.11
5143,Spring,Tripathi,22.22
6011,Jania,Choudhary,50.00
10726,Raffaele,Gupta,100.00
9230,Zaniah,Yadav,25.00
581,Casey,Agarwal,33.33
3701,Shirlee,Choudhary,33.33
10732,Kailin,Iyer,100.00
10135,Marland,Sharma,33.33
2161,Amari,Jain,37.50
4024,Chiara,Iyer,60.00
4034,Frances,Kaur,33.33
8819,Hussain,Ghosh,33.33
1534,Ximena,Verma,42.86
2293,Davon,Choudhary,33.33
8235,Concha,Kaur,33.33
8424,Madelynne,Yadav,33.33
11150,Truitt,Verma,25.00
4753,Leeanna,Nair,25.00
4052,Zaniyah,Singh,33.33
3832,Jasiah,Tripathi,55.56
976,Alec,Singh,20.00
4441,Trystan,Yadav,20.00
3476,Jessika,Gupta,50.00
3940,Alexandre,Ghosh,33.33
3349,Eliezer,Nair,12.00
3467,Leigha,Yadav,66.67
8963,Mikah,Patel,33.33
9609,Teisha,Iyer,22.22
1014,Willis,Ghosh,100.00
9599,Gadiel,Ghosh,20.00
10771,Evangelia,Bansal,12.50
10236,Treston,Iyer,20.00
5373,Kecia,Jain,66.67
4549,Bartholomew,Kaur,12.50
9216,Ranee,Reddy,66.67
5377,Sharon,Mehta,40.00
3769,Chanelle,Reddy,8.33
2080,Lexie,Jain,66.67
4663,Cleta,Mukherjee,25.00
4693,Izabelle,Jain,50.00
5911,Sigmund,Verma,16.67
3818,Kensley,Patel,50.00
8978,Jamika,Das,100.00
2874,Caylee,Choudhary,55.56
4704,Charlette,Nair,20.00
9402,Floyd,Agarwal,33.33
11253,Treena,Patel,25.00
7222,Saray,Tripathi,16.67
4275,Kailani,Reddy,50.00
3344,Leighton,Mukherjee,100.00
5708,Renaldo,Bansal,20.00
7514,Beyonce,Nair,44.44
5107,Danilo,Reddy,33.33
10498,Sunil,Verma,33.33
9939,Derian,Iyer,50.00
6437,Tiffaney,Agarwal,23.53
7528,Priyanka,Mukherjee,66.67
4212,Frank,Yadav,33.33
9944,Eleonora,Agarwal,100.00
2251,Marlee,Mehta,33.33
2639,Hassan,Agarwal,8.33
7504,Rylynn,Das,6.25
11154,Lemon,Yadav,22.22
3166,Rivka,Singh,100.00
8207,Ciaran,Tripathi,33.33
6042,Gorge,Verma,20.00
5102,Gaylon,Kaur,33.33
6642,Lindsy,Nair,66.67
7116,Khaled,Jain,25.00
102,Rachel,Sharma,23.08
3278,Sherrill,Kaur,28.57
7768,Carlin,Khan,22.22
10308,Kaysie,Reddy,50.00
9104,Kareena,Verma,33.33
10182,Irelyn,Sharma,16.67
10664,Jayveon,Nair,11.11
2862,Shiloh,Choudhary,25.00
11795,Maryland,Choudhary,100.00
1796,Emely,Choudhary,100.00
2977,Siena,Das,50.00
6239,Vester,Mehta,20.00
10608,Auburn,Mukherjee,33.33
8033,Bernabe,Reddy,66.67
1546,Heaven,Reddy,77.78
11079,Baldomero,Bansal,25.00
654,Kendra,Iyer,50.00
3078,Jamila,Nair,25.00
7070,Macayla,Jain,20.00
4179,Iyana,Kaur,16.67
9402,Floyd,Agarwal,100.00
10403,Shaw,Iyer,33.33
741,Hugh,Mukherjee,50.00
2984,Emile,Choudhary,33.33
7737,Kyler,Patel,60.00
52,Gary,Patel,28.57
2482,Winona,Tripathi,72.73
3187,Anson,Kaur,25.00
5557,Vernetta,Das,14.29
1093,Julianna,Tripathi,7.89
5225,Vannessa,Verma,16.67
4910,Delta,Patel,10.00
8544,Hashim,Iyer,100.00
8596,Niall,Mukherjee,25.00
6988,Tayden,Ghosh,100.00
4384,Albin,Ghosh,40.00
9822,Ryen,Singh,25.00
7025,Kerrigan,Mehta,6.06
7845,Mozella,Das,33.33
10251,Carolanne,Reddy,40.00
4881,Britta,Sharma,20.00
8280,Rochell,Verma,6.67
4513,Cherri,Bansal,28.57
7615,Kaniyah,Das,100.00
9436,Carra,Tripathi,50.00
7202,Zoraida,Patel,14.29
1771,Perla,Sharma,50.00
2976,Mercy,Agarwal,50.00
6577,Aston,Sharma,60.00
11335,Valera,Ghosh,33.33
7586,Parris,Bansal,33.33
4021,Leisa,Choudhary,50.00
4295,Abelardo,Singh,6.90
909,Myra,Singh,16.67
11094,Vanessa,Ghosh,25.00
3070,Rosalia,Iyer,25.00
10742,Latoshia,Jain,15.38
2333,Chaya,Das,20.00
4194,Cataleya,Iyer,16.67
4068,Jaren,Sharma,33.33
11898,Ilyana,Bansal,33.33
5491,Madelyne,Gupta,50.00
5822,Torie,Agarwal,100.00
8321,Issa,Ghosh,25.00
7697,Chasen,Choudhary,25.00
5829,Kaysen,Yadav,37.50
10149,Kelson,Jain,66.67
2659,Mathias,Khan,33.33
4268,Vergie,Ghosh,12.50
10669,Omie,Mehta,50.00
7378,Phineas,Patel,40.00
8451,Merwin,Ghosh,33.33
11798,Cameran,Agarwal,16.67
7269,Sunni,Bansal,66.67
713,Bobbie,Tripathi,33.33
821,Brody,Singh,10.00
1072,Leila,Singh,25.00
11035,Raziel,Reddy,42.86
3595,Paul,Gupta,33.33
8987,Haiden,Mukherjee,100.00
225,Shannon,Khan,33.33
5102,Gaylon,Kaur,17.65
1559,Chasity,Tripathi,33.33
11828,Shanetta,Mehta,40.00
7573,Micheal,Sharma,25.00
7283,Jori,Choudhary,100.00
526,Xavier,Gupta,25.00
5009,Ashlea,Singh,100.00
2003,Meaghan,Kaur,7.69
8842,Delonte,Kaur,33.33
8707,Teague,Reddy,20.00
3180,Yessenia,Das,28.57
816,Beulah,Choudhary,14.29
3996,Chace,Mehta,50.00
4801,Michal,Gupta,25.00
10052,Ashtin,Yadav,60.00
8950,Saxon,Yadav,33.33
4049,Arian,Choudhary,5.26
10619,Maudine,Bansal,25.00
5651,Sherron,Kaur,100.00
8621,Karalyn,Agarwal,9.09
3882,Heidy,Das,16.67
10341,Philip,Bansal,16.67
9689,Kofi,Nair,18.18
5325,Julieann,Mukherjee,20.00
8163,Roger,Kaur,100.00
4232,Carnell,Verma,25.00
8838,Darious,Kaur,11.11
8420,Otilia,Kaur,50.00
9212,Mamadou,Verma,14.29
10437,Rashel,Reddy,20.00
520,Clayton,Sharma,16.67
5462,Teodoro,Das,100.00
8563,Dondre,Ghosh,38.46
9409,Lorean,Mukherjee,28.57
10275,Mayola,Mukherjee,25.00
5941,Makiya,Iyer,14.29
4569,Davida,Sharma,16.67
5439,Keelan,Patel,66.67
8364,Catarino,Jain,50.00
7213,Darel,Mukherjee,100.00
8801,Waldemar,Sharma,50.00
3229,Rory,Bansal,50.00
2261,Addison,Nair,50.00
943,Hubert,Khan,50.00
5585,Camden,Kaur,10.00
2709,Ryann,Das,16.67
256,Danny,Reddy,25.00
3617,Leatrice,Iyer,33.33
2836,Coby,Singh,50.00
6172,Curley,Nair,62.50
5939,Massimo,Jain,25.00
3739,Ora,Choudhary,8.33
6723,Anastacio,Jain,20.00
2680,Elouise,Singh,25.00
3523,Kenley,Singh,8.33
3632,Tenley,Patel,36.36
10545,Exavier,Mehta,20.00
10659,Camella,Ghosh,20.00
7621,Desarae,Gupta,20.00
8021,Karan,Agarwal,25.00
10310,Shantia,Yadav,66.67
588,Maggie,Tripathi,20.00
8180,Dimas,Jain,33.33
9933,Zeta,Khan,33.33
4719,Corene,Das,16.67
4135,Dorinda,Reddy,50.00
8073,Baleigh,Iyer,50.00
8777,Amauri,Iyer,16.67
6562,Silvana,Kaur,50.00
7633,Maximino,Khan,28.57
6098,Lawrance,Bansal,50.00
7076,Brinda,Mehta,75.00
7868,Jomar,Yadav,100.00
2662,Armani,Mehta,33.33
188,Natalie,Singh,16.67
8795,Lanelle,Bansal,22.22
1284,Noelle,Mehta,66.67
9445,Romell,Singh,66.67
5718,Anish,Kaur,16.67
11055,Willena,Jain,14.29
2722,Sullivan,Patel,16.67
10173,Bronx,Choudhary,33.33
5873,Zaylee,Tripathi,50.00
7112,Carlos,Singh,33.33
2189,Nigel,Patel,37.50
718,Aaliyah,Kaur,14.29
4557,Jocelyne,Reddy,50.00
2425,Kamila,Mukherjee,33.33
273,Ellen,Choudhary,33.33
1963,Samara,Sharma,50.00
9751,Trixie,Verma,25.00
46,Lisa,Das,33.33
223,Shawn,Singh,12.50
282,Frederick,Kaur,7.41
950,Olive,Singh,25.00
416,Sydney,Mukherjee,10.00
11319,Kenzley,Gupta,100.00
8238,Florance,Gupta,66.67
11689,Zaneta,Sharma,33.33
2366,Annemarie,Singh,80.00
11172,Rider,Kaur,75.00
4537,Justen,Jain,22.22
847,Cheyenne,Iyer,33.33
1537,Maverick,Bansal,25.00
6825,Ciana,Jain,50.00
5708,Renaldo,Bansal,66.67
11402,Kylei,Verma,8.33
7606,Nathan,Khan,33.33
4649,Jacinta,Kaur,8.33
1988,Augusta,Ghosh,100.00
2718,Tana,Ghosh,33.33
6195,Izaak,Mehta,20.00
6333,Maryanna,Iyer,11.11
10479,Jaelyn,Ghosh,50.00
2775,Linnea,Nair,25.00
2130,Gunnar,Singh,66.67
5551,Fatimah,Ghosh,22.22
7261,Rohit,Iyer,100.00
10854,Mika,Mukherjee,11.11
2083,Cheyanne,Mehta,11.11
2483,Rayna,Patel,33.33
10076,Juvenal,Mehta,100.00
6288,Axl,Das,20.00
3668,Malaya,Mehta,50.00
2976,Mercy,Agarwal,100.00
8350,Kiona,Mehta,100.00
3489,Hortense,Iyer,25.00
10471,Winthrop,Singh,40.00
7370,Peter,Mehta,50.00
10075,Damone,Singh,100.00
8514,Shae,Kaur,16.67
10759,Telisa,Agarwal,16.67
6024,Kadie,Mehta,11.11
10524,Yulianna,Gupta,50.00
3887,Aydan,Reddy,50.00
761,Jaxon,Reddy,33.33
958,Alfredo,Das,16.67
11700,Brailey,Verma,25.00
10758,Charlyne,Jain,33.33
5615,Alona,Iyer,33.33
1520,Dewayne,Mehta,40.00
10504,Nicolaus,Mukherjee,50.00
9999,Elson,Das,25.00
10405,Jashaun,Singh,40.00
378,Leroy,Jain,11.11
6807,Kiran,Kaur,25.00
7035,Corissa,Gupta,55.56
2638,Latanya,Mehta,54.55
2170,Braeden,Bansal,66.67
4326,Kasie,Ghosh,14.29
6870,Feliciano,Gupta,28.57
573,Addison,Jain,50.00
7340,Nicky,Sharma,33.33
6673,Ciro,Singh,50.00
6456,Kasi,Reddy,100.00
6281,Said,Khan,13.33
11555,Arlee,Mehta,66.67
1128,Myles,Yadav,50.00
6269,Marika,Kaur,20.00
6377,Alois,Sharma,100.00
4143,Wes,Ghosh,33.33
6954,Samone,Ghosh,18.18
9740,Venetia,Khan,50.00
1230,Bettie,Yadav,66.67
1772,Derick,Mukherjee,100.00
1897,Ned,Sharma,33.33
9831,Geremy,Singh,100.00
9835,Lisabeth,Nair,66.67
11370,Analeah,Yadav,16.67
999,Ivy,Jain,25.00
3794,Ireland,Sharma,50.00
10475,Jere,Choudhary,71.43
2714,Suzanna,Reddy,16.67
10846,Shelva,Tripathi,25.00
6264,Davy,Yadav,25.00
930,Enrique,Iyer,14.29
1721,Elton,Kaur,11.76
11106,Rudy,Das,100.00
11294,Manual,Nair,14.29
1829,Lupe,Mehta,50.00
3143,Lashawn,Singh,16.67
8793,Alysse,Choudhary,50.00
9354,Laela,Khan,20.00
5618,Laniyah,Nair,22.22
7833,Jamison,Kaur,50.00
11589,Tani,Reddy,8.00
9336,Ermelinda,Ghosh,100.00
5455,Angeles,Kaur,40.00
8855,Charita,Sharma,25.00
7454,Mariajose,Mehta,20.00
11541,Tremain,Iyer,33.33
2369,Judson,Das,11.11
11880,Ronette,Sharma,28.57
1775,Maura,Das,14.29
6120,Royalty,Mukherjee,20.00
192,Alan,Choudhary,66.67
7663,Doloris,Verma,33.33
10537,Dereon,Jain,66.67
4798,Debi,Ghosh,50.00
872,Guadalupe,Agarwal,25.00
2640,Elmo,Mukherjee,50.00
7054,Kelcey,Khan,20.00
11463,Tifany,Sharma,50.00
11999,Braelyn,Reddy,33.33
10220,Gregor,Bansal,33.33
4716,Gaston,Nair,50.00
3202,Vernice,Patel,20.00
6389,Holland,Patel,22.22
2086,Rosanne,Gupta,14.29
1682,Cleveland,Das,33.33
11092,Quintina,Patel,10.00
8114,Shonta,Gupta,50.00
10557,Alla,Verma,25.00
6131,Elois,Iyer,3.03
10342,Rehan,Ghosh,60.00
11120,Brison,Reddy,33.33
9233,Bruce,Sharma,20.00
9510,Pavel,Iyer,40.00
9570,Gracee,Patel,9.09
6537,Merna,Das,25.00
11853,Karl,Mehta,20.00
5376,Caron,Mehta,60.00
9338,Makenzy,Jain,83.33
8430,Lionell,Yadav,7.41
11324,Shaya,Ghosh,16.67
1306,Melba,Jain,40.00
3732,Aloysius,Mehta,80.00
507,Clyde,Kaur,11.11
990,Ira,Sharma,50.00
4767,Pinkie,Reddy,25.00
8870,Sophronia,Kaur,57.14
5542,Christianna,Yadav,50.00
577,Sophie,Nair,33.33
6439,Jazzmine,Das,33.33
3593,Evette,Tripathi,12.50
9251,Erie,Nair,20.00
7851,Eitan,Mehta,66.67
2714,Suzanna,Reddy,33.33
529,Francisco,Verma,22.22
4046,Antione,Jain,33.33
9877,Liddie,Mukherjee,75.00
7234,Wayde,Agarwal,100.00
5879,Elexis,Choudhary,40.00
2727,Samson,Sharma,20.00
3102,Freya,Gupta,100.00
9616,Azia,Mukherjee,33.33
7953,Athan,Singh,100.00
4470,Schuyler,Singh,41.67
3482,Arnulfo,Choudhary,16.67
7881,Liyah,Sharma,28.57
974,Vicky,Bansal,25.00
1470,Talia,Bansal,6.45
500,Arlene,Jain,12.50
3440,Sarahi,Khan,12.50
6239,Vester,Mehta,26.92
1750,Tatum,Gupta,29.41
8700,Georgie,Mukherjee,33.33
6667,Candelario,Singh,20.00
4484,Leeroy,Mehta,20.00
4799,Ellison,Verma,33.33
940,Aimee,Iyer,42.86
11249,Brevin,Khan,33.33
2751,Dino,Yadav,50.00
3831,Joellen,Yadav,33.33
5893,Amora,Tripathi,55.56
3550,Breann,Bansal,33.33
880,Geoffrey,Sharma,50.00
10979,Deontay,Verma,12.50
7949,Jacquetta,Mehta,25.00
6006,Lexy,Yadav,50.00
4924,Avraham,Reddy,14.29
7078,Jarren,Sharma,33.33
5378,Arthur,Choudhary,33.33
5895,Burnell,Sharma,40.00
8520,Seven,Gupta,100.00
1535,Izabella,Gupta,75.00
8510,Geoff,Nair,33.33
10484,France,Nair,25.00
3461,Ardis,Yadav,100.00
11269,Terisa,Agarwal,14.29
7728,Charlyn,Nair,25.00
10112,Keva,Bansal,25.00
11322,Christin,Khan,50.00
325,Kristen,Tripathi,72.73
9350,Dyson,Bansal,100.00
7478,Jihad,Singh,20.00
1900,Everly,Gupta,100.00
3014,Verda,Jain,33.33
4377,Johann,Singh,50.00
3947,Eldridge,Reddy,50.00
714,Misty,Gupta,50.00
8945,Elfrieda,Sharma,33.33
1473,Cierra,Tripathi,11.11
6697,Lennox,Khan,33.33
7366,Veta,Patel,20.00
2475,Talon,Verma,30.00
884,Bryson,Choudhary,50.00
11633,Paulita,Jain,20.00
5868,Elie,Khan,40.00
8899,Sianna,Das,100.00
8314,Elenore,Ghosh,16.67
9622,Junita,Yadav,33.33
4598,Colby,Sharma,16.67
1410,Darrin,Mukherjee,25.00
9974,Myrl,Verma,45.45
3694,Berry,Bansal,100.00
6795,Kaily,Jain,11.11
7707,Vianca,Mukherjee,66.67
9221,Kobie,Singh,50.00
10589,Jai,Mehta,25.00
11852,Gwynn,Patel,28.57
4886,Simona,Verma,50.00
8269,Mallori,Jain,33.33
1220,Lane,Das,16.67
7521,Seana,Bansal,33.33
3087,Giancarlo,Jain,40.00
1445,Davis,Singh,75.00
4872,Daniele,Tripathi,66.67
4175,Emani,Patel,16.67
386,Beatrice,Mehta,60.00
78,Kathleen,Gupta,50.00
3716,Carolann,Verma,20.00
10107,Tylee,Iyer,10.00
5080,Tracee,Tripathi,33.33
7485,Dezirae,Nair,100.00
4304,Elliott,Khan,33.33
7851,Eitan,Mehta,11.54
3378,Jessi,Bansal,6.25
5790,Sigrid,Kaur,25.00
1351,Ken,Reddy,100.00
1990,William,Khan,50.00
4744,Isobel,Sharma,33.33
8512,Alexandros,Tripathi,40.00
3739,Ora,Choudhary,28.57
1379,Jakob,Nair,33.33
9595,Cavin,Verma,50.00
3120,Destiney,Yadav,50.00
2099,Truman,Iyer,25.00
7027,Christine,Verma,16.67
9185,Javontae,Verma,33.33
5320,Mohamad,Patel,11.11
5664,Kaison,Khan,33.33
349,Julian,Ghosh,100.00
259,Luke,Khan,20.00
9140,Emeri,Choudhary,20.00
1333,Rodolfo,Choudhary,16.67
2856,Corrie,Agarwal,25.00
10780,Lateisha,Tripathi,42.86
4778,Kay,Das,20.00
1896,Tommie,Sharma,50.00
10603,Rayquan,Mukherjee,27.27
8517,Alvena,Khan,4.76
8443,Kylar,Reddy,14.29
4043,Denton,Choudhary,12.50
8941,Arlington,Choudhary,33.33
673,Felicia,Bansal,100.00
3697,Sheridan,Iyer,50.00
5757,Zita,Choudhary,11.11
5075,Sequoia,Verma,20.00
8672,Kordell,Choudhary,66.67
8991,Cheyanna,Bansal,50.00
9627,Meriam,Gupta,100.00
9878,Darick,Patel,33.33
8706,Rogan,Kaur,25.00
4307,Shreya,Choudhary,25.00
11405,Serjio,Nair,33.33
4535,Ryley,Das,25.00
9584,Jessi,Agarwal,50.00
11760,Polina,Khan,20.00
4404,Sibyl,Khan,20.00
6805,Lillyan,Khan,41.67
1677,John,Nair,16.67
7036,Vic,Yadav,50.00
4876,Dennie,Gupta,50.00
3293,Latosha,Bansal,33.33
8363,Xitlaly,Sharma,100.00
4689,Analise,Das,54.55
6061,Danyel,Yadav,50.00
6937,Maksim,Mehta,25.00
4615,Elysia,Iyer,25.00
8002,Sima,Agarwal,50.00
243,Robin,Jain,20.00
8168,Justo,Agarwal,100.00
9380,Yoshio,Jain,12.50
128,Grace,Agarwal,71.43
2783,Patrica,Yadav,33.33
2231,Alena,Mukherjee,100.00
638,Ana,Patel,25.00
4796,Dionna,Jain,14.29
8424,Madelynne,Yadav,100.00
7486,Isael,Khan,40.00
4543,Samiyah,Mehta,25.00
3142,Velda,Jain,12.50
5381,Mackenna,Jain,33.33
11230,Addysen,Khan,12.50
8310,Dawayne,Ghosh,50.00
11197,Trang,Ghosh,100.00
8595,Mildred,Mehta,40.00
282,Frederick,Kaur,16.67
8616,Amaiya,Tripathi,25.00
10470,Rakim,Mehta,33.33
5039,Kalynn,Ghosh,20.00
7789,Zacharias,Kaur,33.33
5455,Angeles,Kaur,3.85
950,Olive,Singh,20.00
8723,Damita,Patel,33.33
3914,Jovanni,Tripathi,25.00
10715,Deadra,Agarwal,50.00
10753,Teonna,Agarwal,25.00
2027,Marcie,Iyer,57.14
4042,Immanuel,Mukherjee,66.67
7199,Amerie,Gupta,50.00
4784,Montrell,Jain,33.33
2966,Lachlan,Verma,28.57
7790,Cassey,Gupta,50.00
4950,Kirt,Verma,8.33
674,Maxwell,Yadav,25.00
63,Laura,Ghosh,33.33
1597,Matt,Tripathi,60.00
7966,Deklan,Tripathi,20.00
1552,Jonas,Sharma,33.33
5200,Llewellyn,Das,50.00
113,Zachary,Tripathi,100.00
8968,Darryle,Tripathi,25.00
3771,Stephani,Verma,50.00
6530,Myrle,Jain,12.50
4377,Johann,Singh,25.00
8242,Taelyn,Yadav,12.50
2143,Kirby,Gupta,25.00
2867,Rob,Choudhary,25.00
4634,Sylvie,Agarwal,66.67
2089,Jayme,Singh,71.43
9655,Ova,Ghosh,66.67
885,Angie,Iyer,12.50
6930,Albertine,Iyer,7.69
119,Arthur,Verma,50.00
1969,Damion,Patel,16.67
2124,Merle,Jain,33.33
9904,Evalena,Singh,33.33
2413,Davion,Patel,50.00
4130,Rylee,Jain,16.67
7895,Huy,Yadav,50.00
9643,Zaya,Tripathi,55.56
9553,Henriette,Choudhary,50.00
144,Gerald,Nair,14.29
6685,Johannes,Singh,25.00
10223,Ladon,Reddy,62.50
11739,Avinash,Iyer,20.00
10821,Sanvi,Reddy,33.33
8761,Eisley,Mukherjee,16.67
3675,Jenni,Reddy,33.33
11182,Michiel,Iyer,50.00
10864,Berdie,Iyer,20.00
7652,Deloise,Bansal,20.00
3032,Deonte,Sharma,12.50
17,Jennifer,Patel,25.00
4900,Jaquelin,Tripathi,12.50
10088,Ulisses,Jain,33.33
4831,Jadiel,Nair,66.67
8588,Janet,Tripathi,8.70
8850,Aayden,Agarwal,9.09
11812,Charlotta,Yadav,12.50
10462,Alexxis,Gupta,100.00
7321,Anas,Verma,62.50
11171,Nabeel,Yadav,33.33
3562,Saniyah,Iyer,14.29
5004,Jarret,Khan,20.00
11021,Meegan,Mehta,16.67
2400,Ashanti,Das,50.00
652,Dianne,Verma,20.00
6659,Adalee,Reddy,50.00
6171,Jhon,Agarwal,17.39
5397,Jonny,Reddy,40.00
9301,Jackqueline,Das,80.00
11649,Zayan,Mehta,100.00
7047,Salem,Jain,16.67
1770,Catalina,Tripathi,11.11
10755,Garen,Ghosh,50.00
7963,Analy,Jain,50.00
11924,Shaquanna,Agarwal,100.00
4350,Melony,Sharma,25.00
3209,Cristobal,Yadav,25.00
4701,Kayle,Nair,6.67
7477,Amberlee,Tripathi,71.43
11777,Inaaya,Tripathi,42.86
3066,Napoleon,Mukherjee,10.00
10327,Maree,Mehta,100.00
4521,Woody,Verma,50.00
10718,Curran,Jain,33.33
2829,Jed,Agarwal,100.00
7900,Carmello,Kaur,40.00
358,Eddie,Sharma,20.00
9512,Deven,Ghosh,33.33
11925,Evertt,Singh,50.00
11181,Joachim,Yadav,40.00
8276,Kelan,Verma,100.00
10606,Lindi,Patel,16.67
11439,Lux,Gupta,50.00
896,Olga,Reddy,10.00
250,Todd,Singh,20.00
4622,Kindra,Singh,75.00
4357,Reilly,Jain,15.38
2694,Bobby,Iyer,11.11
6432,Coretta,Mukherjee,33.33
11543,Maddisyn,Bansal,66.67
3421,Kaela,Iyer,100.00
4194,Cataleya,Iyer,25.00
10228,Lavonte,Verma,16.67
7498,Alice,Agarwal,100.00
9026,Kary,Bansal,12.50
10247,Davonta,Nair,20.00
3459,Estefania,Das,33.33
4306,Jeane,Choudhary,77.78
10088,Ulisses,Jain,16.67
663,Roland,Choudhary,25.00
7667,Kolt,Choudhary,25.00
11043,Kanyon,Reddy,66.67
4404,Sibyl,Khan,50.00
379,Amelia,Yadav,100.00
3698,Abagail,Mehta,25.00
2300,Jaelyn,Sharma,50.00
1291,Carroll,Iyer,33.33
669,Fernando,Das,9.52
3544,Braelynn,Agarwal,25.00
3118,Elvia,Reddy,66.67
2859,Brinley,Choudhary,66.67
3542,Cain,Bansal,16.67
10294,Thayer,Singh,100.00
10746,Buel,Iyer,14.29
6762,Leonore,Mukherjee,12.50
10266,Darrell,Das,16.67
7867,Zoila,Tripathi,33.33
1439,Heath,Patel,10.00
441,Don,Bansal,20.00
5093,Deedee,Verma,66.67
8319,Sable,Yadav,75.00
2479,Dirk,Gupta,50.00
11534,Zebadiah,Iyer,9.09
5209,Phylis,Mukherjee,12.50
